"","Group","N-Acetyl-L-glutamate 5-semialdehyde","1-Aminocyclopropane-1-carboxylate","1-Pyrroline-4-hydroxy-2-carboxylate 3_?","2-Acetyl-aminoadipate_?","2-Amino-6-oxopimelate","2-Aminoacrylate","2-aminoadipate-6-semialdehyde","2-Aminoadipate 1_?","2-Deoxy-D-ribose 1-phosphate","2,6-Diaminoheptanedioate 1_?","2,6-Diaminoheptanedioate 1","2.3-Dihydrozy-2-methylpentanoate 2","3-Amino-isobutanoate 1_?","3-Methyl-2-oxopentanoate 1_?","4-Acetylaminobutanal_?","4-Amino-4-cyanobutanoic acid_?","3-Amino-isobutanoate 1","5-Methylthioadenosine","Pyrroline-3-hydroxy-5-carboxylate 2","Acetolactate_?","Acetyl-2, 6-diaminopimelate","Acetylhomoserine 2","Acetylmuramate","Acetylornithine","Adenine","deoxyguanosine 1","AICAR","alpha-Aminopropiononitrile","Anthranilate 1","Arginine","aspartate","alanine 1","Carbamoyl-L-aspartate","Homo-cisaconitate 2","Cis-aconitate","Citrate","Citrulline","Cysteine","d-ala-d-ala 2_?","deoxyguanosine 1_?","Deoxyribose 2","Dimethylmalate 1_?","Erithro-3-Methylmalate 2","erythro-4-Hydroxyglutamate","Ethyl malate 2_?","Formyl-methionine","Fumarate","Galactono-1,4-lactone","Glucose_?","glutamate","glutamine","Glutamylcysteine_?","gly","Glycerate","Guanosine","Hexose phosphates","Histidine","Homo-cisaconitate 2_?","Methylcitrate 1","homoserine 2_?","Homovanillate_?","Hydroxyectoine_?","hypoxanthine","Isopropylmalate","Isopropylmaleate","ketoglutarate","lactate","Leucine","lysine","malate","Methylglyoxal_?","methylmaleate 1","d-ala-d-ala 2","Norepinephrine","Ornithine","PABA 2_?","Phenylalanine","Phosphoenolpyruvate","proline","Pyrrole-2-carboxylate","Pyrroline-3-hydroxy-5-carboxylate 2_?","Pyruvate","S-Adenosylmethionine","serine_?","succinate","succinate semialdehyde 1","Succinyl-LL-2,6-diaminopimelate 1","Tartronate semialdehyde_?","Threonine 1","tryptophane","Tyramine_?","Tyrosine","UDP-N-acetylmuramate","valine","Aminobutyraldehyde","Aspartate 4-semialdehyde","2-Dehydro-3-deoxy-L-rhamnonate 3","glyceraldehyde3p","hexose diphosphate","pentose 5-phosphate","Sedoheptulose 7-phosphate 1"
"W70332_75","W70332",4649.27574166872,638623.283923584,29502.4524458923,206.851002777104,101547.387784668,22883.5869391174,12963.1518359985,1094.3351706543,2737.16627249146,NA,12543.8236536865,3570.21006680298,4618.04812030031,6668.30328160095,17484.5600771179,NA,43067.5052347717,40479.2233699646,808233.149654633,1815.3699912262,23857.2335993652,39771.9754933929,632.714939758301,11329.9007167358,27275.3630431976,5537.86469989015,7760.49611358643,10244.4474849091,13794.3925333557,20119.7234105225,274146.404697998,324162.865536163,19406.4240922852,100.949083786011,11535.8155122986,137008.132764344,86356.0769017638,16772.639533966,3407.30422518158,1085.0082618866,20928.3977996979,1353.17490188599,15198.9952956391,32175.7679985962,13704.2361510315,1322.37513733673,1592.77463114929,105057.153244568,3059.4346691742,739183.444247489,9926.31070204162,7845.61697955323,48611.6365688476,55721.7850011368,1569.77827622986,316071.144366608,7563.0637473755,776.801738647461,5172.69101409912,12345.7012541199,783.734223876953,12928.1666044464,4493.56993121338,53706.2129080505,6727.69633728026,17905.9973928223,2145.57267280579,474969.775780883,16215.3193712159,6240.6597096634,738.316283035278,2058.34344030761,47850.4452928466,797.699381546019,15427.9192632142,6876.53115093996,155434.569942566,NA,48978.6485343627,15132.5266379507,56219.2286233521,6650.58481455994,7011.58350141908,828262.164153259,5878.28410491943,4892.24489350128,26838.117973938,496.046694030762,152831.278811477,6546.8613688202,2624.48651304627,40031.5383984985,NA,599386.967469726,5909.10954602051,4088.00779370117,16834.7042754364,452251.627428116,40490.090942627,157005.662564621,275554.953104599
"W91453_76","W91453",5068.47534776306,477576.490355499,20574.9273539581,NA,24964.2664047851,11006.7300747375,9683.88937561034,3702.87123922731,2122.78392352295,NA,6538.28123937989,2100.87942657471,4575.29018722534,6028.03395143128,9754.51904595946,NA,29515.2267007446,33822.5553930664,596860.632951355,2224.07070603943,9091.30518564605,42668.1873925934,2633.48630053711,5713.72195805358,34120.3871839601,5545.11442358398,10766.8904946747,9278.32788856506,13075.7007766724,13238.5835213317,154943.84391745,148288.386602173,5363.49577253723,NA,2332.27722171021,59970.9123425903,24374.2970009308,7096.88779135132,462.652907562263,936.850551948545,1248.70828282165,NA,14093.0162054443,17749.7395079651,16960.6145322876,3710.88489301301,1653.81490316773,53505.9288189087,2980.38965448761,587768.397108093,4292.92755210876,5126.67164489746,36837.6045039215,7062.06315468598,891.469109359739,80164.7748843765,5601.40018844599,733.628851402282,1751.40643385315,6307.17608521271,NA,3685.5698628845,1589.68947445679,13955.7284416351,1598.22331211853,14071.7238461304,2611.15549827576,207397.806675049,11036.9929586487,8310.30890565491,942.642955764771,1760.22433256531,21956.4164289398,10750.0945384827,12469.2200229187,3492.28354418945,106030.977698593,NA,18251.2804980774,18043.5020490647,35511.8270449829,3635.01513758087,3565.48981866455,794167.62216687,4932.02415779877,4115.31704813385,10421.6682181702,1840.27939509583,51346.3710356902,5325.22857150268,1821.90658024597,29044.3375119782,NA,135623.285069824,7756.40972760009,2319.17739541626,20964.2859949951,96464.1721263962,NA,29950.7957267914,68025.6364506073
"W91453_77","W91453",4987.20528833008,326994.915970459,16856.0376943359,195.481252990721,19339.6245320587,10787.563845581,18158.0366967163,3338.1108441162,1912.94874292755,NA,3775.47338272096,633.825233459475,5518.87386961366,6934.58204946899,7182.06910058594,NA,33528.7260440521,25057.5014070892,417210.178988067,1750.66950693512,5626.0356632843,31423.25812323,1682.83185377503,3660.21826930237,32025.8443527527,5509.34084442901,9251.54936160276,8822.15932801819,12327.0999725952,9853.78984284973,104499.692307495,89354.9300755007,3899.73563038635,NA,1594.35871301269,37049.0688731079,20661.9276685181,4237.82694995117,863.101913887024,NA,760.014316497802,NA,11316.6594164886,14684.7947102203,14674.6613508148,3146.47283963013,1745.60892881775,44114.9552348938,2557.81706860352,418362.871932083,2599.27504903411,3202.60964582824,15680.8055431366,5929.87421847534,214.505896842957,56769.2592517547,3717.08921463012,808.197010284424,1251.56733362579,4247.28832101441,NA,2963.14380744171,1524.83467993164,11015.7006096573,1461.36470838928,11670.3550599442,3592.71433348084,151787.743629273,8357.91250808718,6225.00947413636,808.104594268799,1569.05785392761,15514.5533985825,6594.72119622802,10334.5317920837,1802.46926214599,71010.2785541994,NA,10453.1507117005,14309.3049976273,28043.3506741943,3448.35743479156,2852.38270545197,892243.769995849,3608.34950605011,3396.47487046814,6435.22837986756,1159.75179730225,39241.6471166229,2749.84654971313,2719.89683688354,24009.213034729,NA,94323.566821289,14469.7122084961,1514.37620527649,17600.7377343445,67326.5471356736,NA,16209.9253720932,47414.3881044311
"W91453_78","W91453",4537.33602166748,347150.610922669,13875.2156791839,194.990444412232,19612.4770802917,7558.70508602905,12338.157041626,4341.31597869873,1645.17814724731,NA,3611.77880648805,2010.10762258911,5047.43284277344,6912.06359046936,8513.04481947327,371.120823028555,38465.1296291809,21190.9959693299,433682.532993714,1435.82165373993,5362.36285121157,36430.5928992769,3100.45829553222,4511.21343965149,33383.5951169281,5152.53160256958,9690.48544592288,7797.728677475,11158.2824308472,8404.3609449768,100482.493728027,114450.04168454,3335.1549664154,NA,2169.22023808288,49764.6180413513,22675.4221379242,4639.13344854737,436.175745437625,NA,743.519594345092,NA,12958.8408819122,14102.8370461426,11058.5588974457,2608.51541600037,1301.12976473999,40801.5711554413,2172.55832115936,442757.35957743,2804.4741636734,3971.14286090087,32889.5602418519,5530.76125758362,208.67615890503,67528.9617475357,5598.26501388551,543.885105560304,1257.41516233826,3847.12463459781,NA,2445.63354632571,1372.6978941803,11549.1444125443,1246.46287335205,11390.0130550995,7018.04828656769,160156.490154175,7506.12850209048,8709.72765708923,768.72095513916,2043.45655513764,16150.7965962067,8062.74845970153,11921.1732834473,1354.19443841553,78161.0480326843,NA,12506.3239370575,8430.98866000569,39302.5351298828,3377.31775798035,1564.35652757264,825295.498202392,3777.28460932922,3262.99246640015,5976.63821503447,1798.48304367065,46222.5010601959,5675.25532086945,2407.96290370178,21218.7704731445,NA,99394.1113544926,7137.29113024902,2707.32879109192,13599.0284486008,76283.0654914933,NA,24556.4844161682,57339.3571174926
"X78812_79","X78812",2565.91084295654,420316.915468445,25220.6851499481,NA,43086.8084024659,15185.3640778503,59543.0626036376,6834.81969726564,2488.87656309509,NA,6145.41202261352,3035.76659094238,13976.5304716492,6452.15274531555,8965.09162004088,NA,48471.5506936494,29510.7945829696,526935.483192871,2196.97000511169,13944.5308721466,50517.9499058837,692.357536071778,8802.82606230165,36540.0976331177,5611.3397287445,7940.96322309875,10105.9180088348,15208.7726985474,14532.3323009644,173576.112336182,191034.206071686,15187.6057782898,797.035867774965,3369.40961909485,60734.1727043457,46683.6607573854,7979.68376728057,NA,230.67474320984,1903.60221144104,327.717134834289,6620.2795576477,22385.9120319977,15925.3452976074,3554.14366427613,1597.12640737915,59214.8137843628,2345.93400856018,533065.871947784,5536.98030949401,3428.22289147949,12378.0732006683,36697.4238852005,672.126791137693,221482.1934506,3185.01400024415,888.920264938354,4480.40312911224,5374.71749520873,205.149759132386,7932.47627079773,2752.37580281067,13303.4656205444,1653.88136915589,19588.2254976501,3070.43994424438,261587.890080445,14215.4134161072,7868.95293753814,807.874945632935,1802.85733126831,30696.4894513093,868.390106811522,12522.3647674255,2502.74346139526,125584.941788086,NA,36124.1774286042,15979.7246446589,36218.7217665405,2582.02858323669,4576.3871762085,915895.916737061,5757.65913160706,5642.59193873596,8605.58353591918,1359.06145483398,85380.8073074189,7112.03581935119,2482.15526332092,25125.5337037964,NA,359072.176833007,8256.92458520506,3426.46475761414,19399.0505467071,160638.258742142,196.960424949644,85014.8539306259,221860.271683708
"X78812_80","X78812",4604.62855963135,521788.303205841,29841.7415584259,204.828751922608,62419.4632989503,21223.2474617157,65822.2588806762,9384.25327983092,1849.54048327637,NA,6579.75920181275,4124.41046691895,18795.6962352906,6664.1538093872,8234.28516836548,NA,51469.7795417023,38436.6743628235,658832.060865905,1487.41722845459,15569.098582344,60083.5697634887,730.990582901002,10683.9416935425,34257.8365718079,3500.45882914734,7953.66522900389,9900.54996025084,20237.1650248566,22849.8282624664,247683.864213959,515420.107203309,16408.6041679077,526.633960365295,5790.2001513977,67872.7807130127,77607.3082168276,10558.8063169708,NA,1076.46819929504,3084.53357035827,894.079343383791,10079.8582362061,18714.5787190094,13582.6123891449,5077.58004577637,1708.53518704987,73249.899289856,1905.43785089111,641689.387954559,7150.71450221252,3972.84493113708,16152.468150299,30663.3831686325,NA,248893.763576683,23180.3790883789,796.310467590333,5241.41364973451,8650.44864389037,292.575806900023,13071.6182908936,3297.14667378234,19550.5490590363,2448.88991229248,21914.8731331711,42344.4929924316,531827.911889404,22522.7499075012,6890.53888276672,750.6254138031,1857.75863368225,40977.229425354,775.33453025055,59781.6278644107,4952.70996081541,200544.694903748,217.915278625488,56174.7831159364,13034.287159543,206018.101064087,4980.33328573609,4554.44988639832,971875.093389649,4695.31586248017,6584.7966435852,9987.63543524169,1344.5100810852,188223.215614212,23654.2872037658,2272.02019857788,60209.0025490417,NA,637056.271503905,7280.25756335448,3474.99929710388,16364.4539891815,208831.334826141,4865.49287116241,98837.8599212647,243936.222391228
"X78812_81","X78812",7204.69964916992,520221.265235839,23045.3178759765,NA,72195.7571503906,18613.5371956329,43617.5228692627,9473.86807597352,2786.06366351319,NA,8894.72994828797,3757.62830422973,27602.3838750153,6190.52357022095,13118.643846756,354.892966003429,39500.4893558655,40303.9047027434,641046.979770263,2113.97753431702,25504.9267343445,64689.9283596801,1521.54446669769,8308.47169770811,32218.7086437531,4996.46723953247,8508.6289835205,9290.22702163695,18958.1924536896,23408.3665187987,217159.409594681,214143.198105865,18980.7912780457,580.606896881102,4167.23834854126,63557.7499124603,55051.5765475158,7608.3018260498,443.137858108517,920.232171417241,2194.15320366669,519.709463012694,8790.58675544739,24606.6476959228,15654.260086441,4465.44832557678,1656.84493907165,65101.2772234726,3454.17368016052,635520.491611938,7274.49252672576,4481.19129313659,49124.9098029785,29052.8631807938,1017.09713288116,225004.979951615,4209.18518074034,566.638702453612,5418.00997445679,7725.65495162963,428.225312500001,9115.11661515808,2810.34963142395,15720.5476294937,1769.81406652832,22056.1501719437,5791.95509750366,268212.035053834,18136.8057076722,6540.601002182,693.798715621948,1543.66197644043,39422.2454201965,1559.82365016175,18174.6337629089,1769.75753009033,165455.593816895,NA,47717.9941795045,18058.9679694839,42675.4555165405,4672.59457643128,6011.76682391357,780486.606167053,4697.94132118225,6431.64082681275,11197.6172629547,1143.84754563904,103558.334868988,8742.57522688293,2734.72396810913,32655.0089671632,NA,491276.38930957,7516.52544152833,3252.64052856446,18861.6445715027,196244.112785881,5079.87459973144,90195.4351804275,222770.011569878
"X9820_82","X9820",3148.67702854919,578629.498131592,28422.7615806732,NA,37403.8221317749,20984.7354050293,56207.541328766,8197.28780526734,2894.4855466156,6625.61109368898,20238.7107814178,5886.68461210632,11617.8203217468,6717.0221015625,8091.0415152893,3064.70560363779,55207.410550766,41701.5787884675,725619.123200287,1990.89478178406,9154.71737839507,38072.9297097473,6071.34616577148,4558.90913803101,27810.8878001099,6246.17766375733,6950.20996954346,10284.8073187103,3438.11039169311,20587.9015736389,286732.714353515,177701.351130036,6720.35208007812,2684.76529052734,1635.15991789246,44287.4513666992,32743.754709015,8569.28199749754,246.931362823485,2380.48361761475,2089.42583796692,NA,15011.0973811035,19017.5120669098,17966.3704745789,85165.9987426147,1804.0216008606,67529.7287306366,3158.48426422119,667567.554565582,7635.67809913634,6078.47246316529,15783.1464065246,35226.4722388306,2180.0426874466,144912.911773544,8482.74597384644,1103.52456520843,9529.50407196045,8095.78584257507,NA,4933.48078640751,4627.17794822692,11552.8601837158,1864.13845449829,14510.5231157532,11319.028007782,218173.144942871,18164.0005570375,7438.91379260254,1154.45950354004,1285.63688101196,36629.2528301544,332.184160446168,21416.6110826415,1562.13140986634,147387.96021521,NA,28131.480731247,11229.9828683145,59471.3197911377,2356.78553002167,3926.50538812256,809074.243466919,3493.76751416779,3874.69996901703,19128.0452156677,1469.18617817688,80321.4045670929,8468.5731196289,2673.1188430481,26874.5155011901,18370.5748890381,249744.475028808,8248.38814984131,2472.79287329101,21859.9991250458,136841.285167168,NA,55517.5279933472,126297.056458931
"X9820_83","X9820",6027.97412052917,512218.656304992,25063.5670082702,843.17932269287,23564.5027689819,20028.7691267548,20742.8010726319,8796.73145593262,2476.60093783569,6561.49080638124,18053.153880188,4217.91852369689,9908.65751132201,6452.91287229919,13874.7530226288,2827.57212670907,35754.0446112976,36708.1784953002,655787.441261871,1368.33356027222,11557.1735561294,30867.667432373,7356.18500224304,5726.88562890625,26129.9678824158,3531.63172357177,8921.72555764769,7460.18603549193,3928.10646456909,13148.8632252503,257858.767841188,146634.049213227,6487.06649774169,2128.27678340148,1039.49152680969,37984.8188200531,34378.7655061034,7965.61052868652,248.914828033455,1075.20134563446,1876.3369599762,NA,18196.8457018127,21701.4468109589,15004.6729089203,80715.5426085205,2026.35923114777,59660.9037275543,3300.50617684174,632975.781874832,7366.23743365478,4766.33100413516,53435.8476878052,31599.0799456482,2054.69429277802,135319.113677315,5657.36132048035,891.681145858764,10941.6154771423,8756.28902018737,NA,2897.41161291501,4161.49035922241,9479.09129167177,1750.36299159241,13993.863969223,3480.91950601196,199580.718681641,12416.8827457123,6464.51953979492,819.750924743653,1030.60950427246,36305.0306026993,NA,12501.057491806,351.297469512938,136368.341858093,NA,23345.8802739868,8232.83918649251,49948.2796820069,4286.53762632751,5082.82916336823,738913.352558655,1929.36458586121,3992.99263224793,14895.9874025421,1459.00957209778,76965.541805542,7276.15946343994,2040.95921267701,28289.039015564,17909.0924759521,251078.756153808,6947.71069866942,2319.23755609131,18448.1676578827,138996.664335808,NA,51328.3291871338,115326.296180435
"X9820_84","X9820",5772.74006004334,399585.364567689,17234.69458461,1037.45690196992,23548.722829956,18054.7462005462,20473.3038026123,7011.34190605163,2577.01596877289,3165.43011959836,14485.1084907684,3049.59918054199,7249.16594354249,5832.22052882385,9889.32481800842,1585.46650842284,37825.7820151062,24296.7068292084,492533.393069001,1963.54200885773,9068.33837179566,27941.470585434,2678.59165646362,5283.49478861998,33642.3729226837,3649.97046565248,8319.4043522644,7090.69078907776,4150.61655206298,13993.8097837525,205920.073089477,193036.72506604,4188.13489781188,1769.64273180389,882.155044387818,42625.6147707519,26527.653745697,4914.15957421875,277.568390350335,1230.78800702667,1882.06977644348,NA,13689.4049938354,19032.5968367615,15270.4684676819,59782.9885109253,1671.44126557922,58199.5302172241,3164.29542796326,512848.721319961,5462.5578754425,3356.76893894959,61123.6248970871,41803.861967186,724.762022644043,100240.80338118,9135.05565429684,819.009158790588,7924.54219824218,5631.95767575074,NA,2734.00015670776,3457.60881741333,8740.40871350098,1049.58488044739,11741.5775155411,27881.079513855,189186.984748901,13992.7489459229,12051.3961264648,882.289773902894,618.411363555906,25879.4949439239,183.890829467777,18799.500487793,408.311353881836,110117.245234009,NA,18706.277132019,10990.1162138338,56577.2458845826,3901.68584738159,2466.17357765198,775579.206911377,5339.064792099,3272.02687860108,10187.5088081513,1462.22053712464,68790.3874195861,6063.29117417907,2529.28655886841,27162.5132656707,12728.9998544464,207705.88638916,6422.99269976807,1839.62531408691,19948.3277925415,98758.6468931732,NA,37880.5188594055,82894.667398468
