"","Group","N-Acetyl-L-glutamate 5-semialdehyde","1-Aminocyclopropane-1-carboxylate","1-Pyrroline-4-hydroxy-2-carboxylate 3_?","2-Acetyl-aminoadipate_?","2-Amino-6-oxopimelate","2-Aminoacrylate","2-aminoadipate-6-semialdehyde","2-Aminoadipate 1_?","2-Deoxy-D-ribose 1-phosphate","2,6-Diaminoheptanedioate 1_?","2,6-Diaminoheptanedioate 1","2.3-Dihydrozy-2-methylpentanoate 2","3-Amino-isobutanoate 1_?","3-Methyl-2-oxopentanoate 1_?","4-Acetylaminobutanal_?","4-Amino-4-cyanobutanoic acid_?","3-Amino-isobutanoate 1","5-Methylthioadenosine","Pyrroline-3-hydroxy-5-carboxylate 2","Acetolactate_?","Acetyl-2, 6-diaminopimelate","Acetylhomoserine 2","Acetylmuramate","Acetylornithine","Adenine","deoxyguanosine 1","AICAR","alpha-Aminopropiononitrile","Anthranilate 1","Arginine","aspartate","alanine 1","Carbamoyl-L-aspartate","Homo-cisaconitate 2","Cis-aconitate","Citrate","Citrulline","Cysteine","d-ala-d-ala 2_?","deoxyguanosine 1_?","Deoxyribose 2","Dimethylmalate 1_?","Erithro-3-Methylmalate 2","erythro-4-Hydroxyglutamate","Ethyl malate 2_?","Formyl-methionine","Fumarate","Galactono-1,4-lactone","Glucose_?","glutamate","glutamine","Glutamylcysteine_?","gly","Glycerate","Guanosine","Hexose phosphates","Histidine","Homo-cisaconitate 2_?","Methylcitrate 1","homoserine 2_?","Homovanillate_?","Hydroxyectoine_?","hypoxanthine","Isopropylmalate","Isopropylmaleate","ketoglutarate","lactate","Leucine","lysine","malate","Methylglyoxal_?","methylmaleate 1","d-ala-d-ala 2","Norepinephrine","Ornithine","PABA 2_?","Phenylalanine","Phosphoenolpyruvate","proline","Pyrrole-2-carboxylate","Pyrroline-3-hydroxy-5-carboxylate 2_?","Pyruvate","S-Adenosylmethionine","serine_?","succinate","succinate semialdehyde 1","Succinyl-LL-2,6-diaminopimelate 1","Tartronate semialdehyde_?","Threonine 1","tryptophane","Tyramine_?","Tyrosine","UDP-N-acetylmuramate","valine","Aminobutyraldehyde","Aspartate 4-semialdehyde","2-Dehydro-3-deoxy-L-rhamnonate 3","glyceraldehyde3p","hexose diphosphate","pentose 5-phosphate","Sedoheptulose 7-phosphate 1"
"H47921_27","H47921",4979.03098619081,175882.19867688,14851.5230459442,287.269806655877,23491.7341602783,9722.43999833679,15993.8692620849,7656.06794874572,1599.79269721985,NA,5972.86546961974,452.391253601073,11015.9824158631,8033.10771009826,12675.7347246094,NA,15528.3799502258,19884.2156809387,224290.745246659,1992.66914450073,10815.1137732391,11259.4087320099,283.834125457765,4080.77831864927,12532.2461134033,4250.03450276185,12933.1076418457,24481.2804893799,4119.73403051757,10099.4849358825,107327.177681061,97753.4977774657,11994.153818512,NA,2413.29327950287,31796.6692730103,25922.662501953,1481.27043011474,416.491929199224,731.245949203491,205.874061447143,298.880944412231,13283.1196534119,9269.28708209227,17257.1560555878,NA,2213.42047994995,48108.7288205872,3952.84091299439,253536.773121696,2993.46716920471,605.592000000002,49346.0681217728,3188.77888197327,1944.67938031006,108447.90642173,2843.96945259096,1167.76190795898,2246.52816793824,5290.10537802126,NA,2776.85725895691,2335.1116370697,8474.12222109985,878.07739906311,8273.14841844177,4450.85968829346,178132.389586792,10008.2953079681,6866.34089975739,1202.80916333008,1109.05391795349,17260.6503596954,3048.08051057435,10265.2146807251,1169.16151937866,62660.3406817016,NA,14044.8726421204,18976.9937842186,21771.9939428711,3309.08890576172,2900.57075260926,832072.276131347,3753.94974200439,2618.42765890503,4003.87556452943,1062.62181872559,50953.6600173035,4209.50838093567,2657.39524591064,15775.0284515838,NA,204164.372080567,6911.60149639895,1648.34972617341,20716.1576947479,117632.676786102,NA,47628.0436398087,95859.0145556411
"H5708_28","H5708",4856.79117414854,295484.703635162,22126.8235875702,257.200803497315,42414.0005224305,12925.9363721619,7913.0409666748,4040.58671868133,2882.5562963562,170.842246521004,9198.40348603818,1543.54305366516,3801.25263967896,7350.65450764466,16746.0715435028,NA,28642.8386069641,22308.6900464554,377078.162248596,1815.18111210632,15902.5945660706,40108.6450709229,212.976222038268,9154.57207691956,12421.9652627258,4127.07721113586,11374.6778437119,12983.968296875,2658.57158981323,13164.4242862243,173123.053868316,202351.687421051,17378.41581604,NA,3916.89374717712,63344.6996156082,33230.3561060028,8065.29418229675,NA,523.982931701656,13866.9798653564,1412.51852885437,10927.5383913422,20586.9381650086,14628.0811187897,500.166210037231,1910.36607337952,79232.3915527954,2891.27224581909,415724.536280853,4836.28510046386,4887.82107626342,83904.0251827012,45424.0276979218,1780.95228340149,192780.16020742,4637.13222058104,834.639483398437,4396.95637223816,9638.49527835081,580.08582345581,4668.21003149416,3963.475953125,18200.0642192459,2092.21888310242,16873.0569206238,2766.57501625824,284473.802564697,10278.7329511413,6275.96390467835,518.554922576904,1314.98916265106,30486.2617840652,879.642773284911,12938.6256543274,2948.32178619385,115692.183741181,NA,29633.6365021972,14060.431484787,29781.0933128662,2286.29647386169,4289.50364512636,826981.302284302,4728.96686251831,5398.87062651061,10101.2301555786,723.561031280517,96177.4467788848,6535.14993867494,2709.69762174988,27821.3615892334,NA,573975.883525879,7562.54369897461,3654.38756033325,17695.9594858246,190055.880821274,4594.76604960632,93539.8343473358,215366.047663483
"H5708_29","H5708",2267.12098217773,326110.476765442,22721.4624316864,272.917584228516,44077.0487125245,12756.6099171601,10336.760807373,4274.59418450927,2889.56569517517,NA,6186.40958303836,2179.63382319641,2993.11984973144,8481.98075378418,18467.095551529,322.66571987916,26401.935552887,24885.6705920563,414643.895214554,2034.8854377594,19048.3951147004,45454.4064119874,312.669789047242,8526.29892108153,11685.2827996979,5061.43356145477,11111.8238589325,13261.286342926,3275.83766284181,12385.0884919586,183187.005279663,205647.420449432,19422.958734375,NA,3945.44136511231,67564.9624882355,43765.9589392395,9636.35886904911,NA,817.52992102051,15494.8227238464,1592.71803860474,11340.8413952332,19907.7977140503,15734.4862061233,457.300544136048,1585.15563379669,83806.1169749756,3413.48222689819,449716.23248002,5490.6332544098,4739.2471995697,71982.2841087648,35846.7255586243,936.946491775513,210453.844175537,4354.46168804929,1045.17011133575,4742.45111997986,9625.12501800536,559.330861663817,5122.22381666565,4781.43517652892,19872.6651199646,2322.17761758423,18000.5515538025,2355.06245937347,392909.376454589,14176.0760549774,5344.49150279235,770.007217582703,1792.8535077362,32420.1733878479,1664.22280026245,10763.8827674255,3039.55843804931,122544.010039612,NA,29800.232039505,13312.2142640548,28403.2771133728,2628.78012876129,4887.36123834228,860961.885084595,4079.8670355835,5011.48305035401,8939.99217765808,435.435600990294,101472.075917587,7230.97156997679,1756.72055906677,33405.8676488037,NA,601158.875250977,7989.25938281249,1262.01081304932,18869.4586482315,206837.443153908,6157.24363665771,101630.893887527,232885.439101951
"H5708_30","H5708",4756.95433517455,291419.482947204,19918.7869848938,NA,39991.2250996704,15946.9971143952,13345.940630249,1887.53413516236,2703.94102313232,319.905888763443,8162.61800944521,1685.77958706665,5107.81489129639,8615.58081865692,16363.2995410004,NA,30047.109140564,22406.6684653473,374863.346376343,2011.65110396576,11526.2416093445,37049.4422436828,NA,8848.98107716369,12315.0483037415,3736.27899232483,9075.09468707274,15442.0027974548,3592.5211589508,15525.0428353881,165354.02355008,200887.655691406,19647.082340149,NA,5164.96170690918,60134.9116437988,34093.1167025146,8558.12800927734,105.362167526239,463.128831481935,14353.4105095291,1529.25747358704,10922.4823954773,19395.4849292145,13971.7075723725,199.832992996216,1900.1686943512,86590.2836641846,2313.97149467469,397584.878044677,4220.1447325592,6045.50474894716,26733.4994562073,38887.127512825,1889.67304216766,230159.492765762,4365.3126893158,867.591750534057,4658.2268661499,6515.4736152954,549.754989761352,3739.97961521913,4333.96028153992,20595.0229690247,2743.49862170411,15095.5115906143,3099.91543624878,371159.81922107,10412.2421564026,4863.16275595093,561.433805740356,2097.6924302063,30632.9643222656,910.818273300171,9432.7269186249,4614.73912579346,108817.63460022,213.704023147583,28547.4447444458,10040.0733724779,25853.3056633606,4911.30862109375,4159.24667487335,951433.865055664,4627.23412548828,4155.95099491882,6947.49350738525,826.941475448608,93622.8005687562,5020.43016838073,2808.15027313233,28791.2424396362,NA,601692.925160155,6660.26208825685,3474.60618553162,17088.9880272522,211427.484985847,7499.44151181793,107239.900864937,250447.511932991
"M1608_31","M1608",5124.60708064269,318086.978189453,28715.9128361664,254.417171874998,24347.3391793213,10080.2358985138,6472.93488903809,3777.69962580871,1453.28346695709,355.088084838859,8752.36450691224,3371.04060169983,1968.75528881835,7982.78527210998,18456.4098233948,NA,17308.3299906311,19940.2155362701,408461.996936767,1714.4541945343,9852.07574501037,36874.2402036285,362.860878570557,4935.69086634827,12470.7527541504,5180.6806383667,10010.3589587402,14777.9799859924,4108.13879907228,18736.8801577149,148970.883704101,128053.60020343,6756.62172624206,NA,2645.35285690308,67537.6012024842,33203.531860672,7922.04308241271,NA,1087.31061807251,1217.2583188324,1120.77784689331,31062.8179315338,22139.6143726349,17290.1125368805,285.84317047119,1480.21357841492,64249.0965835419,3463.14446122742,425980.708096435,6986.5075091858,4567.78336154175,49597.8730889282,3591.27977547455,2075.15170675659,168282.357508598,7772.59858514403,826.031028808593,2037.62190787506,7986.33983296203,729.297185974121,4495.31597558594,2480.20567858887,16480.4584215851,2199.18847528076,17658.254083313,5833.21194110871,262225.242515869,15325.4882768556,7767.11227342225,733.323717620849,5485.55368977356,26687.6882892837,1644.00879327393,21024.4304763794,3830.08589495849,111745.387299438,NA,18984.1998921509,20471.0467768313,36352.4627441406,4171.13431504822,5604.17627738948,837198.904629029,5426.49181134033,4964.38882098389,13783.7603546448,1032.04026657104,69987.1698205718,14293.1304760132,2840.67814445496,26745.3208332978,NA,218076.424595215,8739.61389062499,1683.01861213684,21449.203313385,154385.426182816,1275.8339822464,74526.3160799713,163425.722301941
"M1608_32","M1608",4882.30352478027,220189.770198242,20375.5159718628,248.613455566411,16549.2333820801,9966.10213977052,8094.22491290283,3339.46347949219,1020.7636993103,NA,7285.95024951172,1988.01491583252,4113.47708651733,7689.4398461914,15805.8267918396,NA,12066.0573632507,13344.9321956635,285287.181279785,1682.79869152832,7374.86198495481,29341.0607211609,NA,3743.92678712465,12448.944510498,4668.8732059021,9828.92336296844,27443.2896376954,1831.61771264648,11197.8300325775,110222.759788971,103024.062224396,4245.24031048585,200.029274398804,2355.70801826477,56729.1002400513,21971.2019461365,6006.0017809143,NA,1303.70222208405,598.022862854004,801.356895240784,24108.3964117737,13818.0239054413,19286.7405255585,303.682890335084,2082.2329309082,60031.2310707092,3451.79970082092,319168.830809128,4342.69031565857,3728.91997642519,27450.732887619,3356.46073661804,873.90213717651,121630.583742073,5630.05851382445,897.460518203735,1639.78518603516,5148.4073265152,203.186694236756,2134.90840205382,2317.38508270264,11407.294869812,1536.44700533295,13512.1510797958,6623.9255757904,214457.059185913,13952.4669957581,9805.18155702972,1014.56477651215,4078.73429660035,20228.6581025848,1013.08727459717,9510.98726300051,2646.08288684082,81226.9181255188,NA,17833.9383734894,17429.8994371188,31051.0735623169,3322.48644268799,3676.81216818239,860561.026685791,4259.14878950501,3693.33245169067,7369.57511935424,1129.62084620666,53409.5582191162,9871.74900210575,3325.39738084412,23009.4839643402,NA,165278.814768555,10227.3481690064,3237.82815711976,23086.5947920685,111330.689273674,NA,50852.9388082733,112289.271024986
"M1608_33","M1608",4431.60087805175,285691.492920624,22787.0320907745,NA,24892.2103966065,9854.29221784975,11199.2764025269,3421.14013297272,1133.43449944305,320.328914154045,7343.27543264776,1968.17383795166,4132.53337524413,7257.80795828247,18019.7059516907,NA,32929.8044902344,17943.1291553345,367460.081190613,1245.40982189941,8220.08855201724,45641.7874958802,370.081433166503,4288.61371817016,14474.5281571045,4049.5380226593,10251.7966271973,12623.842411499,2483.620765625,13332.3586719513,133629.161058869,107204.400552979,4334.50398239135,NA,3047.41656584167,63557.8520504456,27719.47970224,6736.52774172973,434.272371490487,1481.62939155579,1140.56176084137,1030.5609131012,30385.9941619873,16117.3164955902,15657.4849425201,212.173619522095,1664.13600178528,58196.6790964966,3072.85078305054,385220.867150055,5578.7713766098,4940.70988838196,38734.2229845353,2741.94781169891,2114.36399794007,143430.646296486,4841.55581684874,812.676663009644,1809.76108479309,6076.39842175293,519.770958663941,2465.42722891233,1920.14058911133,14822.4183120575,2179.13335491943,13830.7909577332,1981.55236871338,174851.219968994,14953.2901672363,7315.36950323486,1111.24323677063,4915.32939018248,23570.9401927185,1373.39491467285,14727.496946167,3503.46761596678,100425.204138977,NA,20229.4846273193,16010.7611107715,27704.0891841736,3885.19020440674,4637.28116014099,817026.638978821,5336.08322407532,3910.25332213593,9225.37774845885,930.388601669313,59892.0303867035,10867.5861168213,2249.81346499634,21847.1474375915,NA,207658.735057618,8267.1454199829,3270.86851327515,18809.2068039856,135859.346947205,NA,64337.053832344,138496.061519066
"M37351_34","M37351",4312.47378118897,436282.949259033,29663.9664481659,NA,66150.5357039184,16386.7430942688,9306.3485760498,3615.476503479,2019.190019104,NA,9872.69111035154,1838.06737576294,5142.18307705688,7880.67195825195,22225.7553392792,NA,34223.7539499817,29363.6863774719,558281.126313507,1581.78035719299,22273.9395077209,55668.8052814483,NA,11660.1354686127,13730.2921976624,4296.62793377685,7843.45848789977,13726.3385450439,2255.05245465087,20035.1560198668,213227.675916,241330.656766541,19007.0854172669,106.325981628419,5042.60286106872,75719.8416512452,55608.5113317566,8852.64747979735,198.979125961299,2606.62072056579,13939.1392422943,1680.89557441711,11019.2353663635,22562.4323094482,14182.3899827881,475.35820362854,1767.75723521423,81122.007137558,3311.40856475831,579764.775687171,6997.9747601471,4329.32307119751,77027.9314306487,97373.6215558624,2305.4617649765,300396.904903038,5120.02632800288,970.989657653808,4250.93230039978,11720.9651828613,768.728941612244,6048.06578428652,4258.97803762818,21653.7913878021,2703.73787927246,15743.9227657242,1887.11463905335,315838.652841919,16572.2371943359,6698.66901094056,840.442108535766,2807.71981214905,34775.4882105408,1267.42356930542,19310.0438772583,4682.3826475525,120790.107057739,259.734143615723,42586.8802058869,14457.8888121338,30773.6245133667,3266.95975933075,6461.7602709198,810051.718141357,5738.20569491577,4421.74176239776,17567.8866697082,852.593394058228,120900.913351944,14215.9669921722,2582.54847570801,44984.4834395906,NA,795787.782586913,7799.89519018557,2191.81496783448,17957.3642360535,263537.843819748,13852.5042509003,142833.733483833,344925.015185265
"M37351_35","M37351",4519.83815460205,413449.117712311,28023.0431941833,NA,71723.1755983886,16374.2701036072,15195.0786470337,1845.80695104979,3368.89715979766,NA,8001.20221099855,3232.43016287232,5454.8964560852,7510.18483085632,19977.5389502563,NA,32473.9964971924,29868.4449466248,532542.813845764,534.045473449708,17128.2350092316,56232.4344287567,201.255929382326,11101.3637606659,14894.0946786194,4146.62892634584,7593.68233552551,15875.5063730163,1405.63021438598,16468.8067363282,214316.350560486,240520.964101898,21418.6903599243,100.88,8947.05531381225,85889.1960927124,52088.8483447265,10762.4816069336,NA,2966.18103138733,14767.9958257904,2079.46846275329,15028.2587462769,23267.3026281586,9317.2230657654,212.194214157104,1359.21712948608,92400.6268650055,1869.78710303497,559540.25933834,7116.44079445648,3657.30391030884,37444.471196289,140305.702331528,1370.37384042358,339842.302135009,5940.62036282349,565.795013809204,4894.91496936035,9698.92584233094,635.401229736328,6679.10410987854,3194.39198571777,29385.2237655334,4083.13498181153,16278.6285125732,2562.39908027649,312215.461224487,18667.7317828675,5015.9620690918,483.964650260925,2212.89518019104,32842.7774461288,904.315877120979,18311.8554977112,5071.17107000734,113706.237851685,1204.94203004456,36706.0801090088,7986.83424884035,28604.9897297059,3268.09021334839,5785.69940106964,890709.420467652,5875.69110271454,4419.07920492553,12806.1595570984,917.05329208374,114233.366213943,14151.2947482147,2516.05280380249,46087.6564775848,NA,843412.515454589,8240.63460876466,4397.64003096008,11919.2476943359,298234.840297241,18512.5574596252,158162.343517776,386965.478650703
"M37351_36","M37351",4413.86365673829,432570.712133118,28653.5162095642,NA,75451.7845724487,19031.1940419922,13751.6421003418,2463.2668027191,3426.85603291321,1088.66311376952,9133.44096313476,2944.32657368469,7898.39764846804,7116.25443849182,22408.6206906738,NA,48477.826717987,28942.6440148468,560894.441829101,661.526913749694,17805.4747823334,57111.5628697509,NA,10446.4335327454,13351.9638384095,3149.05868251802,8247.49964605713,14563.4896014099,3683.67452700805,15770.7595878906,230318.983535553,289317.557414123,24993.9928475342,321.832874031066,8802.6717480011,89298.1058078003,55491.2653809204,10156.0499186096,352.955481414795,3923.36512329101,13733.4302904816,2236.00434230042,16405.2900590057,19775.327103836,8111.46630716706,116.856114814757,1179.72721351623,87721.8176867294,2224.14812580872,559321.251960174,6901.68585927581,5161.62775683593,45029.9547911377,164060.742894226,2468.06499085999,319303.507543701,5375.09045825196,498.811891571044,5099.03977597046,10503.7763606263,546.442491607668,9101.3518523712,5052.86547576905,28688.7078205414,4028.35091574096,12532.2631059342,6686.40540075683,354801.581708008,19448.6284070129,8605.35896331787,473.799248840332,3648.70243486022,37025.4939783783,2087.19253314209,18158.9451390381,5671.53375244144,121665.24414798,229.262721336364,43521.3981561279,10537.8863623448,32841.0365507202,3114.43550132752,5888.12113287353,864185.445028748,5665.35552050782,3565.63266888428,13556.0116551209,995.885857284548,122179.257044403,15513.3022364502,3041.38050421143,48649.5202310791,NA,1030238.59646191,8382.11114984133,2924.84914733887,10599.6744410935,287757.454693062,16755.8667621078,153171.423412788,370832.84332618
"M6075_37","M6075",1216.56514614868,414194.079614961,30360.8433363038,NA,53880.5249350891,21088.5162949219,21797.7643145752,5097.85499526976,2762.79746215057,NA,9426.14641635132,4653.68361795044,24801.8655989074,7169.79870396423,17877.510506546,NA,33755.1792015534,30403.3220488281,532754.92146338,1975.9357118454,22399.8668647004,42846.0095128632,237.858960876465,12263.1576156464,10021.8242741394,4362.94713139343,9681.07486250306,13691.4422001343,4153.91431738282,22680.4992857667,268727.141221558,209301.408894958,25286.156868988,301.252843223572,2842.79086117554,69786.5937062072,47473.1998483276,8071.12226815797,NA,1463.91407804871,8436.647832016,1339.53669921875,11969.0814824676,21720.9418652039,15065.6966794281,445.625393692016,1640.39245588684,78047.1689612121,3485.24612906647,544165.191194152,7807.46171903991,3888.48568258665,96432.8918402865,40517.1101003265,1839.74285276794,241147.625980065,10186.6707258606,890.63175352478,5448.44239790344,10993.1041835709,742.344370536804,9282.28597996518,3761.61175057983,20171.2716646881,2516.49017306518,16139.1558095856,5158.71449160766,411070.962217041,18410.5651643066,6907.22086250305,932.495628295898,2530.37439588928,31989.9209154358,842.355717529286,19964.2677625427,2292.24936865234,170045.117764251,218.006026062012,37638.2867009887,13720.7172430323,60596.1422341919,2400.48873902893,6465.30115336608,858616.364383362,4512.14082929992,4448.95345309448,11518.1627181396,888.337090087891,130184.639550186,9910.53442680358,2953.36496998596,49359.5511687317,NA,799324.080833009,8141.21972222899,2165.85449464416,18418.7040172577,236005.55122892,9643.21201922608,110667.148263031,245118.821698517
"M6075_38","M6075",5372.70712774658,381074.584942078,25117.7349604187,NA,51448.4485159301,17999.5059758453,14870.0754958497,6666.06918585204,2948.15573162842,NA,8599.62588716128,5106.59134136963,20806.9779223633,7698.15438357544,17054.2035811768,NA,30572.0485614014,29152.3118952637,488954.23406897,1484.4901212616,19687.0307127076,41367.7933766937,255.254902038574,10056.0480676727,12349.5499100494,4340.54687988281,9656.31131314087,13588.0221071167,4029.27326971436,14728.6810205993,237645.79309491,164109.761013825,21798.5134678955,308.785669792175,4190.57738401794,65293.7224378051,44307.3687232208,10192.6767055359,611.11965478516,1539.43422840881,8006.34325641632,1762.09048410034,14055.3151478577,21740.7869308624,11402.5583993683,683.943547294618,1573.15977645874,78969.1079056701,2671.41651109314,521442.942925995,7204.71194056701,4646.73866918946,72938.8259003907,32133.1310363159,2148.42788990784,262139.920246842,4990.15752001951,1012.47982556915,6498.31250442504,11578.9259589844,520.248031845091,6048.06143403627,3592.00187817383,24719.8832298889,3458.09662765503,16845.033061264,3061.07891105652,296795.350736816,17773.9952636414,4825.0412394104,559.277043640137,2717.16276655579,30756.6135734101,1835.6689484024,14356.3030805969,4061.98239733886,147697.445633362,497.361014739991,33778.8697319641,10278.8757877953,34479.504923645,4292.50998495483,6983.3663276825,812717.954293701,4635.14150299072,4609.36150306702,10638.0691526337,527.560090911864,107284.285009369,7039.46943908691,3056.0812732544,36255.6241863556,NA,748003.269310547,8408.24551361083,2840.04371682739,15206.0084487305,253317.834216629,11948.8315504456,120994.850482491,267365.578658661
"M6075_39","M6075",5998.63934931945,442852.858404663,27274.3624526978,NA,57028.2676104736,20037.4358189698,26935.6399207764,5871.58732965086,3497.44524707031,381.440619140616,10489.728710907,5178.67133126831,21142.6172158508,5834.00355226135,17194.8921669922,NA,38131.4556712799,34438.8852064972,575692.288118561,1713.32803069305,20003.1672711945,48748.1334004212,270.78333128357,10062.2461582642,11133.9351648559,3656.06296449279,10245.7445908203,15657.4602574463,3943.04830279541,20992.2430759582,235143.752458557,182602.971512359,18222.9182026977,561.046422065734,4333.36175183106,76192.0211042633,51614.3034636841,9779.4004445496,214.273815605158,2784.0060324707,10325.249286499,1639.4484148941,13413.0053125305,20910.969453537,13698.1790809326,1106.50155335999,1636.4180907898,89815.5934055175,2651.61467494202,587675.295152817,7653.26701752473,5937.34214093018,71374.7482857972,40940.2026684876,2646.87821055603,249084.768046402,6276.44614154055,719.551203231811,5752.97766482544,10652.6545693359,816.653892890932,6146.9177283783,3835.4227666626,28326.2423339387,3424.74526071167,16465.4347050019,11089.6354884186,369266.077552246,17421.6265797425,7640.13326763916,716.207429542542,2569.80445896911,29697.5364281464,373.544002410889,16126.0037768555,4939.6568184204,169538.329233826,NA,41413.9366248474,12069.6924731371,45861.8846055908,3435.94229916382,7270.21261386109,832933.135055725,5435.76271281434,4622.65660083771,13740.3966938477,851.342134368898,117724.782621368,7477.32964649962,2833.12825125123,44330.5863667602,NA,636081.453665528,8275.2534067993,2991.44634350586,16749.4450443726,256940.256362541,13305.0482450943,113260.20788266,246394.120458534
"M74707_40","M74707",6548.62881684877,510318.601338135,28610.7001579285,204.269635665898,50332.412529663,14191.6015137329,67686.6989228515,13913.9100833587,2542.21610256195,347.108275375364,7805.09490451053,3420.89400021362,19491.5210939941,5484.06505465698,7809.73917822265,NA,59692.4815951385,34077.7622191315,650843.964420471,880.605028869629,11205.8753676758,45996.9209846039,2211.59026583862,9901.39449578857,11476.2934694671,5088.66353250122,7379.93485951232,15789.9693795471,3552.24340701293,19900.8520130005,168929.98236084,189850.241106811,16912.2542509766,845.74653260803,3900.20659002686,88448.2432290955,50842.9131429138,12314.4294311524,NA,489.863162521361,3478.70286415863,NA,22874.2739255295,21789.4032570343,17200.7287470245,2851.00211761475,1486.24029771424,64694.9958549347,2553.81483150482,639411.886585708,6744.51636154937,4397.65097817993,7789.40389926151,91511.1260556794,308.363994964601,262491.239660629,5712.73940373233,1130.71966029358,4622.44580111694,9026.39747064209,933.215000793457,6688.43760008241,3317.83686923218,18826.2737557373,2110.25495368194,18668.4558379822,3499.42449272156,258794.980254639,17363.365316986,7040.62713828277,545.736612045289,1437.67812720489,30229.5999517441,172.918911727909,18808.1340846557,2106.15041571045,228572.321806701,NA,34908.4106372375,16598.4902662399,35617.4464642944,2455.93946284485,4502.15733341981,1026344.14170068,4410.51340921784,5640.09292654419,14966.2165247498,1224.49785752869,73969.6953953399,10460.620903061,3409.62654023743,36664.9821694488,NA,285221.491324219,9636.99103320314,3621.15116944886,20638.8215316925,188031.437955337,2643.70883396148,92532.9927827377,231631.038049293
"M74707_41","M74707",4172.37282362365,457001.351467071,29061.8539443054,214.584782546998,51394.5314538574,15375.9595386658,37423.0962946778,16675.1298655091,2565.41554463196,NA,9968.06264100648,5614.98461880493,19157.2999194946,6248.40626015472,16560.5438073883,NA,38187.5897201234,40249.7921312407,585420.074552429,1709.09535993958,23849.3512910767,40258.6823261871,3027.67898782349,8836.08727033996,13037.3589160004,4318.82168261719,10986.8391742554,15777.3955314941,3907.0734236145,12668.5645723877,154222.321606201,141926.075995972,15668.7002780151,1097.647603302,3119.35966672516,70531.1106264649,45498.0591191254,10270.7689347534,929.640261085519,206.132831680296,2792.87839927673,NA,25447.930443512,28493.9237391968,14741.3513838577,6276.47676638794,1555.81647161865,58989.3290798645,3110.771703125,609814.801546478,6653.46436999512,3524.27112643432,80664.1754053878,44142.107654686,630.633584976199,203207.692822067,6041.79087615966,1319.422407547,4414.267924469,11437.3298793716,845.69803843689,6136.45537083435,3804.92346626282,17455.7873943481,1833.07548803711,18531.6815450516,2257.62061341858,248746.701863037,20062.6238706055,7288.18366993713,1061.37536875916,1112.9045699234,27092.3900370789,2131.09576013184,12626.3140014037,3152.88257458496,209874.919861511,NA,32449.150265381,16871.729947545,33577.8160614014,1774.50247964477,6361.00620668794,785274.862311524,4174.54094684601,5447.95678327942,14004.7854919128,1131.03877503204,70167.721282074,8485.87521606444,1632.73888320923,31271.264546875,523.856251876829,262727.98373584,8538.59032440186,2955.45371757507,18371.9297087784,179012.303382828,2364.20244982147,73545.295021347,184539.412466202
"M74707_42","M74707",7644.66107290649,582167.534013154,31759.0195929871,229.371784362791,65978.917655243,16771.4620316772,59369.9415196533,22692.3748041076,3020.80399389649,430.512235626218,11238.8753901063,5980.23519909668,23105.9092788086,6067.00871781921,18372.6219304352,NA,69373.5919284362,42548.004196228,754080.108908815,1675.30688456726,21738.9413228303,55831.424523285,1253.56921986389,9328.7426091156,14047.0765959625,4368.47407801818,8270.99704765322,13057.7175209046,2919.60510836793,17905.7484037476,205403.926061951,178622.944390289,16073.1166074219,1189.06080178833,5036.62037493896,98929.9390055847,66800.0139968872,11268.0995059815,661.336085929879,780.969170669557,3549.85071226501,NA,27030.2194782104,28158.30015094,14404.4100677795,5239.97370954895,1465.91890919495,70490.695054718,2911.7838106842,741212.337396303,8110.31804558564,3832.69299819946,48793.8722555848,80205.4758985061,1268.51559423065,253193.337671463,6187.7354817505,838.758754104614,5596.52984858704,7051.19226890564,910.926578636171,7025.41273596193,3564.8012396698,22715.7146431351,2545.12551701355,19588.6522319107,3720.55972703552,244912.979633057,19368.1376057739,7795.64855393982,538.602050369263,1395.08135317993,33829.7021988678,985.294622940067,21047.9431965941,1742.37610113526,270879.421869751,NA,43700.6503431701,16697.8441562458,41675.8142016602,2243.29193873596,6297.81420906066,846684.760081238,4195.80740158082,5812.17812554932,15629.1095783233,1158.83047013092,81579.5605758819,10816.7319753418,2671.29403308106,38522.1084139404,446.975898307801,338067.544274415,8032.6507368164,2572.03559620667,17902.1467232361,215622.585207092,8867.98210429383,90684.4680621491,227569.550350723
